"Item no.","EAN","HS Code","Description","Description 2","Launched","Colour","Surface","Base Surface","Materials","Length mm","Width mm","Height mm","Dia. mm.","Weight","Qty. pr. box","Category","Item status","Country of origin","AT RRP incl. VAT (EUR)","AT RRP excl. VAT (EUR)","BE RRP incl. VAT (EUR)","BE RRP excl. VAT (EUR)","CH RRP incl. VAT (CHF)","CH RRP excl. VAT (CHF)","CH Trade price in EUR excl. VAT","DE RRP incl. VAT (EUR)","DE RRP excl. VAT (EUR)","DK RRP incl. VAT (DKK)","DK RRP excl. VAT (DKK)","EE RRP incl. VAT (EUR)","EE RRP excl. VAT (EUR)","ES RRP incl. VAT (EUR)","ES RRP excl. VAT (EUR)","EXW RRP in EUR","FI RRP incl. VAT (EUR)","FI RRP excl. VAT (EUR)","FR RRP incl. VAT (EUR)","FR RRP excl. VAT (EUR)","HR RRP incl. VAT (EUR)","HR RRP excl. VAT (EUR)","IE RRP incl. VAT (EUR)","IE RRP excl. VAT (EUR)","IT RRP incl. VAT (EUR)","IT RRP excl. VAT (EUR)","LT RRP incl. VAT (EUR)","LT RRP excl. VAT (EUR)","LV RRP incl. VAT (EUR)","LV RRP excl. VAT (EUR)","NL RRP incl. VAT (EUR)","NL RRP excl. VAT (EUR)","NO RRP incl. VAT (NOK)","NO RRP excl. VAT (NOK)","NO Trade price in DKK excl. VAT","PL RRP incl. VAT (PLN)","PL RRP excl. VAT (PLN)","PL Trade Price in EUR excl. VAT","PT RRP incl. VAT (EUR)","PT RRP excl. VAT (EUR)","SE RRP incl. VAT (SEK)","SE RRP excl. VAT (SEK)","SE RRP excl. VAT (DKK)","SI RRP incl. VAT (EUR)","SI RRP excl. VAT (EUR)","SK RRP incl. VAT (EUR)","SK RRP excl. VAT (EUR)","UK RRP incl. VAT (GBP)","UK RRP excl. VAT (GBP)","UK List price in EUR excl. VAT","MSRP IN USD","Packshot 1","Packshot 2","Packshot 3","Packshot 4","Packshot 5","Lifestyle 1","Lifestyle 2","Lifestyle 3","Lifestyle 4","Lifestyle 5","Fragile","Small Parcel","Stackability","Certifications","Felt Glides incl.","Fittings incl.","Max recommended weight (kg)","Size, colour or structure may vary","Adjustable feet","Leg heights (mm)","Table top attached","Seatings","Seat depth (mm)","Connectors incl.","Cushions incl.","FR foam available","Crib 5 available","Holes for cables","Shelves incl.","Adjustable shelves","Dimensions between shelves (mm)","Care guide","Assembly required","Assembly instruction","Flatpacked","Box Info","Box 1 Height","Box 1 Length","Box 1 Width","Box 1 Weight","Box 2 Height","Box 2 Length","Box 2 Width","Box 2 Weight","Box 3 Height","Box 3 Length","Box 3 Width","Box 3 Weight","Box 4 Height","Box 4 Length","Box 4 Width","Box 4 Weight","Designer","Designer Bio","Product Text","Lamp shade diameter (mm)","Lamp shade height (mm)","Lamp shade material","Bulb incl.","Bulb base","Bulb type","No. of light sources","Cable incl.","Battery driven","UN Number","Battery incl.","Portable","Cord length (mm)","Cord material","Dimmable","Dimmable incl.","LED","LED lifetime (hours)","Kelvin","Lumen","Wattage","Voltage","Ceiling rose incl.","Seat Width","Quickship","Quickship US","Cable Colour","FSC","Customers Own Material","Seat Depth"
"650834","5712800030402","9401610000","Collar 2-seater","Nevotex Barnum 11","2020","Nevotex Barnum 11","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","2105","1100","740","","68,00","1","Sofas","ACTIVE","EE","5269,00","4390,83","5269,00","4354,55","5259,00","4869,44","4898,00","5269,00","4427,73","39439,00","31551,20","5269,00","4354,55","5269,00","5269,00","4969,00","5269,00","4249,19","5269,00","4390,83","5269,00","4215,20","5269,00","4283,74","5269,00","4354,55","5269,00","4354,55","5269,00","4354,55","5269,00","4354,55","65619,00","52495,20","34122,00","23229,00","18885,37","4309,00","5269,00","4283,74","61739,00","49391,20","32104,00","5269,00","4318,85","5269,00","4318,85","","","","7369,00","https://presscloud.com/file/85/859166961618625/650834_WOUD_Collar_2-Seater_Brown_Front45_Exposed.jpg","https://presscloud.com/file/89/891834362716908/650834_WOUD_Collar_2-Seater_Brown_Front_Exposed.jpg","https://presscloud.com/file/41/415243844248424/650834_WOUD_Collar_2-Seater_Brown_Back45_Exposed.jpg","https://presscloud.com/file/79/797567038853925/650834_WOUD_Collar_2-Seater_Brown_Back_Exposed.jpg","https://presscloud.com/file/72/729342052484132/650834_WOUD_Collar_2-Seater_Brown_Side_Exposed.jpg","https://presscloud.com/file/36/363229671083441/WOUD_Collar_2-seater_Barnum_Brown.jpg","https://presscloud.com/file/33/331995066798817/WOUD_Collar_Barnum_Brown.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","260","No","No","155","","2","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1200"",""Box_1_Length_mm"":""2150"",""Box_1_Weight_Kg"":""70,00""}","600","2150","1200","70,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.540","No","No","","","Yes","660"
"650835","5712800030419","9401610000","Collar 2.5-seater","Nevotex Barnum 11","2020","Nevotex Barnum 11","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","2465","1100","740","","75,00","1","Sofas","ACTIVE","EE","6119,00","5099,17","6119,00","5057,02","6119,00","5665,74","5698,00","6119,00","5142,02","45819,00","36655,20","6119,00","5057,02","6119,00","6119,00","5759,00","6119,00","4934,68","6119,00","5099,17","6119,00","4895,20","6119,00","4974,80","6119,00","5057,02","6119,00","5057,02","6119,00","5057,02","6119,00","5057,02","76289,00","61031,20","39670,00","26999,00","21950,41","5009,00","6119,00","4974,80","71759,00","57407,20","37315,00","6119,00","5015,57","6119,00","5015,57","","","","8589,00","https://presscloud.com/file/64/646264339579366/650835_WOUD_Collar_2.5-Seater_Brown_Front45_Exposed.jpg","https://presscloud.com/file/94/941808476067402/650835_WOUD_Collar_2.5-Seater_Brown_Front_Exposed.jpg","https://presscloud.com/file/56/561094416250137/650835_WOUD_Collar_2.5-Seater_Brown_Back45_Exposed.jpg","https://presscloud.com/file/84/841958885357645/650835_WOUD_Collar_2.5-Seater_Brown_Back_Exposed.jpg","https://presscloud.com/file/79/794925811006796/650835_WOUD_Collar_2.5-Seater_Brown_Side.jpg","https://presscloud.com/file/20/206511958011887/WOUD_Collar_2.5-seater_Barnum_Brown.jpg","https://presscloud.com/file/33/331995066798817/WOUD_Collar_Barnum_Brown.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","325","No","No","155","","2","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1200"",""Box_1_Length_mm"":""2500"",""Box_1_Weight_Kg"":""77,00""}","600","2500","1200","77,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.900","No","No","","","Yes","660"
"650836","5712800030426","9401610000","Collar 3-seater","Nevotex Barnum 11","2020","Nevotex Barnum 11","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","2815","1100","740","","81,00","1","Sofas","ACTIVE","EE","7519,00","6265,83","7519,00","6214,05","7629,00","7063,89","7105,00","7519,00","6318,49","56279,00","45023,20","7519,00","6214,05","7519,00","7519,00","7059,00","7519,00","6063,71","7519,00","6265,83","7519,00","6015,20","7519,00","6113,01","7519,00","6214,05","7519,00","6214,05","7519,00","6214,05","7519,00","6214,05","93779,00","75023,20","48765,00","33179,00","26974,80","6155,00","7519,00","6113,01","88179,00","70543,20","45853,00","7519,00","6163,11","7519,00","6163,11","","","","10519,00","https://presscloud.com/file/99/996196751179880/650836_WOUD_Collar_3-Seater_Brown_Front45_Exposed.jpg","https://presscloud.com/file/47/473191417507995/650836_WOUD_Collar_3-Seater_Brown_Front_Exposed.jpg","https://presscloud.com/file/53/532482409056764/650836_WOUD_Collar_3-Seater_Brown_Back45_Exposed.jpg","https://presscloud.com/file/43/430304606070764/650836_WOUD_Collar_3-Seater_Brown_Back_Exposed.jpg","https://presscloud.com/file/38/380467092623889/650836_WOUD_Collar_3-Seater_Brown_Side_Exposed.jpg","https://presscloud.com/file/36/363478101091746/WOUD_Collar_3-seater_Ottoman_Barnum_Brown.jpg","https://presscloud.com/file/33/331995066798817/WOUD_Collar_Barnum_Brown.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","390","No","No","155","","3","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1300"",""Box_1_Length_mm"":""2900"",""Box_1_Weight_Kg"":""83,00""}","600","2900","1300","83,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","2.250","No","No","","","Yes","660"
"650837","5712800030433","9401610000","Collar open end left (arm right)","Nevotex Barnum 11","2020","Nevotex Barnum 11","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","1770","1100","740","","55,00","1","Sofas","ACTIVE","EE","4469,00","3724,17","4469,00","3693,39","4579,00","4239,81","4264,00","4469,00","3755,46","33409,00","26727,20","4469,00","3693,39","4469,00","4469,00","4159,00","4469,00","3604,03","4469,00","3724,17","4469,00","3575,20","4469,00","3633,33","4469,00","3693,39","4469,00","3693,39","4469,00","3693,39","4469,00","3693,39","55849,00","44679,20","29041,00","19739,00","16047,97","3662,00","4469,00","3633,33","52439,00","41951,20","27268,00","4469,00","3663,11","4469,00","3663,11","","","","6409,00","https://presscloud.com/file/22/224635794579769/650837_WOUD_Collar_Open_end_Left_Brown_Front45_Exposed.jpg","https://presscloud.com/file/49/490867574187437/650837_WOUD_Collar_Open_end_Left_Brown_Front_Exposed.jpg","https://presscloud.com/file/40/403959171864325/650837_WOUD_Collar_Open_end_Left_Brown_Back45_Exposed.jpg","https://presscloud.com/file/94/946932037091547/650837_WOUD_Collar_Open_end_Left_Brown_Back_Exposed.jpg","https://presscloud.com/file/98/988082574205184/650837_WOUD_Collar_Open_end_Left_Brown_Side_Exposed.jpg","https://presscloud.com/file/77/773200680141416/WOUD_Collar_Open_endsleft_Barnum_Brown.jpg","https://presscloud.com/file/33/331995066798817/WOUD_Collar_Barnum_Brown.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","260","No","No","155","","2","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1300"",""Box_1_Length_mm"":""1900"",""Box_1_Weight_Kg"":""57,00""}","600","1900","1300","57,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.500","No","No","","","Yes","660"
"650838","5712800030440","9401610000","Collar open end right (arm left)","Nevotex Barnum 11","2020","Nevotex Barnum 11","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","1770","1100","740","","55,00","1","Sofas","ACTIVE","EE","4469,00","3724,17","4469,00","3693,39","4579,00","4239,81","4264,00","4469,00","3755,46","33409,00","26727,20","4469,00","3693,39","4469,00","4469,00","4159,00","4469,00","3604,03","4469,00","3724,17","4469,00","3575,20","4469,00","3633,33","4469,00","3693,39","4469,00","3693,39","4469,00","3693,39","4469,00","3693,39","55849,00","44679,20","29041,00","19739,00","16047,97","3662,00","4469,00","3633,33","52439,00","41951,20","27268,00","4469,00","3663,11","4469,00","3663,11","","","","6409,00","https://presscloud.com/file/36/365701362342366/650838_WOUD_Collar_Open_end_Right_Brown_Front45_Exposed.jpg","https://presscloud.com/file/20/207006948715666/650838_WOUD_Collar_Open_end_Right_Brown_Front_Exposed.jpg","https://presscloud.com/file/29/298167939067483/650838_WOUD_Collar_Open_end_Right_Brown_Back45_Exposed.jpg","https://presscloud.com/file/53/539407757940255/650838_WOUD_Collar_Open_end_Right_Brown_Back_Exposed.jpg","https://presscloud.com/file/43/435488550994358/650838_WOUD_Collar_Open_end_Right_Brown_Side_Exposed.jpg","https://presscloud.com/file/39/394771259718558/WOUD_Collar_Open_endsright_Barnum_Brown.jpg","https://presscloud.com/file/33/331995066798817/WOUD_Collar_Barnum_Brown.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","260","No","No","155","","2","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1300"",""Box_1_Length_mm"":""1900"",""Box_1_Weight_Kg"":""57,00""}","600","1900","1300","57,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.500","No","No","","","Yes","660"
"650839","5712800030457","9401610000","Collar Ottoman","Nevotex Barnum 11","2020","Nevotex Barnum 11","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","1065","875","400","","23,00","1","Sofas","ACTIVE","EE","1439,00","1199,17","1439,00","1189,26","1419,00","1313,89","1321,00","1439,00","1209,24","10759,00","8607,20","1439,00","1189,26","1439,00","1439,00","1379,00","1439,00","1160,48","1439,00","1199,17","1439,00","1151,20","1439,00","1169,92","1439,00","1189,26","1439,00","1189,26","1439,00","1189,26","1439,00","1189,26","17799,00","14239,20","9255,00","6319,00","5137,40","1172,00","1439,00","1169,92","16779,00","13423,20","8725,00","1439,00","1179,51","1439,00","1179,51","","","","2039,00","https://presscloud.com/file/58/585835451587783/650839_WOUD_Collar_Ottoman_Brown_Front45_Exposed.jpg","https://presscloud.com/file/22/228258315783872/650839_WOUD_Collar_Ottoman_Brown_Front_Exposed.jpg","","","","https://presscloud.com/file/36/363478101091746/WOUD_Collar_3-seater_Ottoman_Barnum_Brown.jpg","https://presscloud.com/file/33/331995066798817/WOUD_Collar_Barnum_Brown.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","130","No","No","155","","1","875","Yes","No","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""300"",""Box_1_Width_mm"":""930"",""Box_1_Length_mm"":""1200"",""Box_1_Weight_Kg"":""25,00""}","300","1200","930","25,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.060","No","No","","","Yes","875"
"650840","5712800030464","9401610000","Collar 2-seater","Nevotex Barnum 24","2020","Nevotex Barnum 24","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","2105","1100","740","","68,00","1","Sofas","ACTIVE","EE","5269,00","4390,83","5269,00","4354,55","5259,00","4869,44","4898,00","5269,00","4427,73","39439,00","31551,20","5269,00","4354,55","5269,00","5269,00","4969,00","5269,00","4249,19","5269,00","4390,83","5269,00","4215,20","5269,00","4283,74","5269,00","4354,55","5269,00","4354,55","5269,00","4354,55","5269,00","4354,55","65619,00","52495,20","34122,00","23229,00","18885,37","4309,00","5269,00","4283,74","61739,00","49391,20","32104,00","5269,00","4318,85","5269,00","4318,85","","","","7369,00","https://presscloud.com/file/40/407436251079823/650840_WOUD_Collar_2-seater_Off_White_Front45_Exposed.jpg","https://presscloud.com/file/70/709589806527639/650840_WOUD_Collar_2-seater_Off_White_Front_Exposed.jpg","https://presscloud.com/file/35/355662979479649/650840_WOUD_Collar_2-seater_Off_White_Back45_Exposed.jpg","https://presscloud.com/file/99/997161347829986/650840_WOUD_Collar_2-seater_Off_White_Back_Exposed.jpg","https://presscloud.com/file/93/939153562791290/650840_WOUD_Collar_2-seater_Off_White_Side_Exposed.jpg","https://presscloud.com/file/54/543569655625399/WOUD_Collar_2-seater_Barnum_Off_white.jpg","https://presscloud.com/file/98/984819334772345/WOUD_Collar_Barnum_Off_white.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","260","No","No","155","","2","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1200"",""Box_1_Length_mm"":""2150"",""Box_1_Weight_Kg"":""70,00""}","600","2150","1200","70,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.540","No","No","","","Yes","660"
"650841","5712800030471","9401610000","Collar 2.5-seater","Nevotex Barnum 24","2020","Nevotex Barnum 24","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","2465","1100","740","","75,00","1","Sofas","ACTIVE","EE","6119,00","5099,17","6119,00","5057,02","6119,00","5665,74","5698,00","6119,00","5142,02","45819,00","36655,20","6119,00","5057,02","6119,00","6119,00","5759,00","6119,00","4934,68","6119,00","5099,17","6119,00","4895,20","6119,00","4974,80","6119,00","5057,02","6119,00","5057,02","6119,00","5057,02","6119,00","5057,02","76289,00","61031,20","39670,00","26999,00","21950,41","5009,00","6119,00","4974,80","71759,00","57407,20","37315,00","6119,00","5015,57","6119,00","5015,57","","","","8589,00","https://presscloud.com/file/92/924433829977791/650841_WOUD_Collar_2.5-seater_Off_white_Front45_Exposed.jpg","https://presscloud.com/file/58/580722712823634/650841_WOUD_Collar_2.5-seater_Off_white_Front_Exposed.jpg","https://presscloud.com/file/75/751766929369156/650841_WOUD_Collar_2.5-seater_Off_white_Back45_Exposed.jpg","https://presscloud.com/file/24/247548500060582/650841_WOUD_Collar_2.5-seater_Off_white_Back_Exposed.jpg","https://presscloud.com/file/31/318373057412919/650841_WOUD_Collar_2.5-seater_Off_white_Side_Exposed.jpg","https://presscloud.com/file/86/861823880336118/WOUD_Collar_2.5-seater_Barnum_Off_white.jpg","https://presscloud.com/file/98/984819334772345/WOUD_Collar_Barnum_Off_white.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","325","No","No","155","","2","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1200"",""Box_1_Length_mm"":""2500"",""Box_1_Weight_Kg"":""77,00""}","600","2500","1200","77,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.900","No","No","","","Yes","660"
"650842","5712800030488","9401610000","Collar 3-seater","Nevotex Barnum 24","2020","Nevotex Barnum 24","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","2815","1100","740","","81,00","1","Sofas","ACTIVE","EE","7519,00","6265,83","7519,00","6214,05","7629,00","7063,89","7105,00","7519,00","6318,49","56279,00","45023,20","7519,00","6214,05","7519,00","7519,00","7059,00","7519,00","6063,71","7519,00","6265,83","7519,00","6015,20","7519,00","6113,01","7519,00","6214,05","7519,00","6214,05","7519,00","6214,05","7519,00","6214,05","93779,00","75023,20","48765,00","33179,00","26974,80","6155,00","7519,00","6113,01","88179,00","70543,20","45853,00","7519,00","6163,11","7519,00","6163,11","","","","10519,00","https://presscloud.com/file/90/901492190243781/650842_WOUD_Collar_3-seater_Off_white_Front45_Exposed.jpg","https://presscloud.com/file/22/221774643094781/650842_WOUD_Collar_3-seater_Off_white_Front_Exposed.jpg","https://presscloud.com/file/98/983728156693160/650842_WOUD_Collar_3-seater_Off_white_Back45_Exposed.jpg","https://presscloud.com/file/16/163103903381879/650842_WOUD_Collar_3-seater_Off_white_Back_Exposed.jpg","https://presscloud.com/file/94/943577435149592/650842_WOUD_Collar_3-seater_Off_white_Side_Exposed.jpg","https://presscloud.com/file/56/566236441808130/WOUD_Collar_3-seater_Ottoman_Barnum_Off_white.jpg","https://presscloud.com/file/98/984819334772345/WOUD_Collar_Barnum_Off_white.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","390","No","No","155","","3","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1300"",""Box_1_Length_mm"":""2900"",""Box_1_Weight_Kg"":""83,00""}","600","2900","1300","83,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","2.250","No","No","","","Yes","660"
"650843","5712800030495","9401610000","Collar open end left (arm right)","Nevotex Barnum 24","2020","Nevotex Barnum 24","Upholstered","Smooth","Plywood, Metal, Foam, Elastic belts","1770","1100","740","","55,00","1","Sofas","ACTIVE","EE","4469,00","3724,17","4469,00","3693,39","4579,00","4239,81","4264,00","4469,00","3755,46","33409,00","26727,20","4469,00","3693,39","4469,00","4469,00","4159,00","4469,00","3604,03","4469,00","3724,17","4469,00","3575,20","4469,00","3633,33","4469,00","3693,39","4469,00","3693,39","4469,00","3693,39","4469,00","3693,39","55849,00","44679,20","29041,00","19739,00","16047,97","3662,00","4469,00","3633,33","52439,00","41951,20","27268,00","4469,00","3663,11","4469,00","3663,11","","","","6409,00","https://presscloud.com/file/58/580338798427410/650843_WOUD_Collar_Open_end_Left_Off_white_Front45_Exposed.jpg","https://presscloud.com/file/28/281584622216757/650843_WOUD_Collar_Open_end_Left_Off_white_Front_Exposed.jpg","https://presscloud.com/file/27/279351823128530/650843_WOUD_Collar_Open_end_Left_Off_white_Back45_Exposed.jpg","https://presscloud.com/file/67/679127240168932/650843_WOUD_Collar_Open_end_Left_Off_white_Back_Exposed.jpg","https://presscloud.com/file/84/843162038627770/650843_WOUD_Collar_Open_end_Left_Off_white_Side_Exposed.jpg","https://presscloud.com/file/91/914317074371922/WOUD_Collar_Open_endsleft_Barnum_Off_white.jpg","https://presscloud.com/file/98/984819334772345/WOUD_Collar_Barnum_Off_white.jpg","NA","","NA","Yes","No","No","CAL 117","No","Yes","260","No","No","155","","2","660","Yes","Yes","Yes","Yes","","","NA","","https://presscloud.com/file/91/915725680692736/WOUD_Care_and_Maintenance.pdf","No","","No","{""Box_1_Height_mm"":""600"",""Box_1_Width_mm"":""1300"",""Box_1_Length_mm"":""1900"",""Box_1_Weight_Kg"":""57,00""}","600","1900","1300","57,00","","","","","","","","","","","","","Meike Harde","Meike Harde is a multidisciplinary German designer with her own design studio based in Cologne. With a fine knowledge of textile, she rethinks textile applications and creates visually light and constructively smart designs.","Using voluminous curves and askew arranged back cushions, Collar reinterprets classic sofa design into a contemporary appealing appearance. Delta shaped sides perfectly support the cushion in a wide-angle for comfortable lounging. Combined with the low backrest, the continuous back cushion functions like a collar and when sinking into the carefully selected soft memory foam you achieve the feeling of a soft and deep hug.
","","","","","","","","","","","","","","","","","","","","","","","","1.500","No","No","","","Yes","660"
